text,entity_idx,start_pos,end_pos,score
#UWGN ОВК — дискретный аукцион после роста на 22%,109,1,4,3
#SMLT  ⚡️ СД Самолёта одобрил байбэк на 10 млрд руб — 70% freefloat (по данным Мосбиржи),56,1,4,5
#SMLT  ⚡️ СД Самолёта одобрил байбэк на 10 млрд руб — 70% freefloat (по данным Мосбиржи),56,13,20,5
#SMLT  ⚡️ СД Самолёта одобрил байбэк на 10 млрд руб — 70% freefloat (по данным Мосбиржи),103,79,86,3
"©️ ИДЕЯ ©️ ⭐️ Совкомфлот ⭐️ Тикер: FLOT Цель: 121 руб (+9%) Срок: 1 неделя (конец августа) Текущая цена: 111  🧠  Мозговой центр Сигналов РЦБ ожидает выход отчетности за 1п2023 на следующей неделе, вероятно, в понедельник 28 августа*  В 1п2023 года результаты компании опирались на высокие ставки фрахта танкеров при перевозке российской нефти. Во 2п2023 года дивидендам компании поможет слабый рубль (компания зарабатывает в долларах).   Ожидания по отчетности за 1п2023: • EBITDA: ~$800 млн • Чистая прибыль: более $500 млн  💰 Это дает более 9 руб. дивиденда за 6 месяцев   Ожидания за 2023 год: - EBITDA ~$1.5 млрд. - Чистая прибыль ~$1 млрд 💰 Ожидания по дивидендам за весь 2023 год ~16%. (17-18 руб на акцию)  Совкомфлот направляет на дивиденды 50% чистой прибыли  * В 2021 году компания отчиталась 26 августа в 9:35 МСК, в этом году 26 августа - суббота.  #Идея #FLOT Дисклеймер @cbrstocks",157,35,38,5
"©️ ИДЕЯ ©️ ⭐️ Совкомфлот ⭐️ Тикер: FLOT Цель: 121 руб (+9%) Срок: 1 неделя (конец августа) Текущая цена: 111  🧠  Мозговой центр Сигналов РЦБ ожидает выход отчетности за 1п2023 на следующей неделе, вероятно, в понедельник 28 августа*  В 1п2023 года результаты компании опирались на высокие ставки фрахта танкеров при перевозке российской нефти. Во 2п2023 года дивидендам компании поможет слабый рубль (компания зарабатывает в долларах).   Ожидания по отчетности за 1п2023: • EBITDA: ~$800 млн • Чистая прибыль: более $500 млн  💰 Это дает более 9 руб. дивиденда за 6 месяцев   Ожидания за 2023 год: - EBITDA ~$1.5 млрд. - Чистая прибыль ~$1 млрд 💰 Ожидания по дивидендам за весь 2023 год ~16%. (17-18 руб на акцию)  Совкомфлот направляет на дивиденды 50% чистой прибыли  * В 2021 году компания отчиталась 26 августа в 9:35 МСК, в этом году 26 августа - суббота.  #Идея #FLOT Дисклеймер @cbrstocks",157,868,871,5
"©️ ИДЕЯ ©️ ⭐️ Совкомфлот ⭐️ Тикер: FLOT Цель: 121 руб (+9%) Срок: 1 неделя (конец августа) Текущая цена: 111  🧠  Мозговой центр Сигналов РЦБ ожидает выход отчетности за 1п2023 на следующей неделе, вероятно, в понедельник 28 августа*  В 1п2023 года результаты компании опирались на высокие ставки фрахта танкеров при перевозке российской нефти. Во 2п2023 года дивидендам компании поможет слабый рубль (компания зарабатывает в долларах).   Ожидания по отчетности за 1п2023: • EBITDA: ~$800 млн • Чистая прибыль: более $500 млн  💰 Это дает более 9 руб. дивиденда за 6 месяцев   Ожидания за 2023 год: - EBITDA ~$1.5 млрд. - Чистая прибыль ~$1 млрд 💰 Ожидания по дивидендам за весь 2023 год ~16%. (17-18 руб на акцию)  Совкомфлот направляет на дивиденды 50% чистой прибыли  * В 2021 году компания отчиталась 26 августа в 9:35 МСК, в этом году 26 августа - суббота.  #Идея #FLOT Дисклеймер @cbrstocks",157,14,23,5
"©️ ИДЕЯ ©️ ⭐️ Совкомфлот ⭐️ Тикер: FLOT Цель: 121 руб (+9%) Срок: 1 неделя (конец августа) Текущая цена: 111  🧠  Мозговой центр Сигналов РЦБ ожидает выход отчетности за 1п2023 на следующей неделе, вероятно, в понедельник 28 августа*  В 1п2023 года результаты компании опирались на высокие ставки фрахта танкеров при перевозке российской нефти. Во 2п2023 года дивидендам компании поможет слабый рубль (компания зарабатывает в долларах).   Ожидания по отчетности за 1п2023: • EBITDA: ~$800 млн • Чистая прибыль: более $500 млн  💰 Это дает более 9 руб. дивиденда за 6 месяцев   Ожидания за 2023 год: - EBITDA ~$1.5 млрд. - Чистая прибыль ~$1 млрд 💰 Ожидания по дивидендам за весь 2023 год ~16%. (17-18 руб на акцию)  Совкомфлот направляет на дивиденды 50% чистой прибыли  * В 2021 году компания отчиталась 26 августа в 9:35 МСК, в этом году 26 августа - суббота.  #Идея #FLOT Дисклеймер @cbrstocks",157,714,723,5
#GMKN #Отчетность  🖨 Норникель: РСБУ за 9м2023  Выручка — 622 млрд руб (+2% г/г) Чистая прибыль — 68 млрд руб (-80% г/г),53,1,4,2
#GMKN #Отчетность  🖨 Норникель: РСБУ за 9м2023  Выручка — 622 млрд руб (+2% г/г) Чистая прибыль — 68 млрд руб (-80% г/г),53,21,29,2
#ISKJ 🧬 Вакцина «Бетувакс-КоВ-2» пройдёт 3 фазу клинических исследований  Бетувакс (входит в ИСКЧ) заключила договор с АНО «Центр клинических исследований» для подготовки и формирования пакета документов для подачи в Минздрав РФ на получение разрешения на проведение III фазы исследований.,71,1,4,4
#ISKJ 🧬 Вакцина «Бетувакс-КоВ-2» пройдёт 3 фазу клинических исследований  Бетувакс (входит в ИСКЧ) заключила договор с АНО «Центр клинических исследований» для подготовки и формирования пакета документов для подачи в Минздрав РФ на получение разрешения на проведение III фазы исследований.,71,93,96,4
#VEON 💩 CEO VEON покинул совет директоров Вымпелкома,240,1,4,2
#VEON 💩 CEO VEON покинул совет директоров Вымпелкома,240,12,15,2
#HHRU 🔖 Владельцы примерно 73.3% HeadHunter Group подали заявки на обмен акций на бумаги МКАО,221,1,4,3
#HHRU 🔖 Владельцы примерно 73.3% HeadHunter Group подали заявки на обмен акций на бумаги МКАО,221,33,42,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",219,294,301,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",236,72,77,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",89,88,93,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",25,104,111,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",220,125,135,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",254,146,151,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",152,161,170,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",90,213,215,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",127,232,236,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",231,246,252,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",199,278,283,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",219,294,301,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",163,309,316,3
"#Идея 🧠 Закрытые идеи Мозгового центра Сигналов РЦБ в 2024  🟢 Прибыль — Яндекс +31.3% — Магнит +15.5% — Башнефть преф +11% — Globaltrans +10.7% — Whoosh +7.2% — Северсталь +6.5% — МРСК ЦП +6% — ГК Позитив +5.1% — ММК +4.7%, +1.5% — Полюс +4.6% — Русагро +4.5% — Новабев +4.2% — Юнипро +4.1%  — FixPrice +1% — Татнефть преф +0.7%  🔴 Убыток — Сургутнефтегаз преф -2.9% — Доллар -1.9%  👉 Предыдущие идеи",160,341,354,2
#SPBE 📊 Акции СПБ Биржи на открытии торгов после новости,255,1,4,3
#SPBE 📊 Акции СПБ Биржи на открытии торгов после новости,255,14,22,3
#MVID  💩 М.Видео в 2024 году может представить обновленную стратегию развития,88,1,4,3
📈 #MRKP 4.0M₽ +1.23%  🔶 Аномальное изменение цены  МРСК ЦП  Объём: 4.0M₽ (1171 лотов) Покупка: 79% Продажа: 21% Цена: 0.338₽  Изменение цены:     на объеме: +1.23%     за сегодня: +4.16%  Время: 2024-01-09 17:42:33 Замечено Шпионом РЦБ. Подключить: @StockSpy_bot,95,3,6,3
#Газ ⛽️ Глава Новатэка Михельсон не ожидает роста спроса на газ в Европе,44,1,3,2
#Газ ⛽️ Глава Новатэка Михельсон не ожидает роста спроса на газ в Европе,115,14,21,2
#Газ ⛽️ Глава Новатэка Михельсон не ожидает роста спроса на газ в Европе,44,60,62,2
"🧐Спекулянтам и инвесторам доброе утро! 👋 Вот и закончились выходные.  Многие ненавидят понедельник и обожают пятницу, у трейдеров все наоборот. Сегодня я ожидаю продолжение пятничного отскока в акциях. Рынок хоть и дорогой но техника  в бумагах работает отлично. Вообще в целом я жду снижение валюты = продолжение коррекции на рынке, но что то мне подсказывает что мы и на 120р можем отправится если ЦБ не успокоит сумасшедшего спекулянта в валюте.   Удачных торгов.✌️🔥✌️  ⚡️Расписание ключевых событий⚡️  25.09.2023 - ПОНЕДЕЛЬНИК 🏍 $POLY : Polymetal, финансовые результаты по МСФО за I полугодие 2023 г. 😊 $UWGN : ОВК, В повестке вопрос: ""Об утверждении проспекта ценных бумаг""  26.09.2023 - ВТОРНИК 😊 $SOFL : Softline, на Московской бирже начнутся торги акциями Softline 👩‍👦 $BSPB : ОСА Банка Санкт-Петербург, в повестке есть вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 19,08 руб. на одну обыкновенную акцию и 0,22 руб. на одну привилегированную) 😄 $WUSH : СД Whoosh, вопрос о распределении прибыли ООО ""ВУШ"" в адрес 100% материнской компании - ПАО ""ВУШ Холдинг""  27.09.2023 - СРЕДА 🐳 $MOEX : Московская биржа, вопрос дивидендной политики и стратегии  28.09.2023 - ЧЕТВЕРГ 😊 $BELU : Novabev Group(Beluga Group), последний день для попадания в реестр акционеров, имеющих право на получение дивидендов  за I полугодие 2023 г. (320 ₽ на обыкновенную акцию) 😏 $GCHE : Черкизово, последний день для попадания в реестр акционеров, имеющих право на получение дивидендов за I полугодие 2023 г. (118,43 ₽ на обыкновенную акцию) ⛽️ $TATN $TATNP : Повторное собрание акционеров Татнефть,  В повестке вопрос утверждения дивидендов за I полугодие 2023 г, а также об итогах исполнения бюджета за 8 М 2023 года  29.09.2023 - ПЯТНИЦА 🤯 $NVTK : ВОСА НОВАТЭКа, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 34,5 руб. на одну акцию) 😏 $RENI : ВОСА Ренессанс Страхования, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 7,7 руб. на одну акцию) 🔨 $TMRK : ТМК, объявит цену размещения акций в рамках SPO  30.09.2023 - СУББОТА 😏 $ALRS : ВОСА АЛРОСА, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 3,77 руб. на одну акцию) 😏 $PHOR : ВОСА Фосагро, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 126 руб. на каждый тип акций)  01.10.2023 - ВОСКРЕСЕНЬЕ ⚡️ Вводится экспортная пошлина из РФ на широкий круг товаров в зависимости от курса доллар. Пошлина составит от 4% до 7% таможенной стоимости в зависимости от курса национальной валюты, взиматься она будет при курсе 80 руб./$1 и выше.  Все идеи ниже не ❗️ИИР❗️(на фото)👇 (Инструкция) Если мои мысли были полезны всегда можно поблагодарить автора. #утренняя_аналитика",235,534,537,3
"🧐Спекулянтам и инвесторам доброе утро! 👋 Вот и закончились выходные.  Многие ненавидят понедельник и обожают пятницу, у трейдеров все наоборот. Сегодня я ожидаю продолжение пятничного отскока в акциях. Рынок хоть и дорогой но техника  в бумагах работает отлично. Вообще в целом я жду снижение валюты = продолжение коррекции на рынке, но что то мне подсказывает что мы и на 120р можем отправится если ЦБ не успокоит сумасшедшего спекулянта в валюте.   Удачных торгов.✌️🔥✌️  ⚡️Расписание ключевых событий⚡️  25.09.2023 - ПОНЕДЕЛЬНИК 🏍 $POLY : Polymetal, финансовые результаты по МСФО за I полугодие 2023 г. 😊 $UWGN : ОВК, В повестке вопрос: ""Об утверждении проспекта ценных бумаг""  26.09.2023 - ВТОРНИК 😊 $SOFL : Softline, на Московской бирже начнутся торги акциями Softline 👩‍👦 $BSPB : ОСА Банка Санкт-Петербург, в повестке есть вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 19,08 руб. на одну обыкновенную акцию и 0,22 руб. на одну привилегированную) 😄 $WUSH : СД Whoosh, вопрос о распределении прибыли ООО ""ВУШ"" в адрес 100% материнской компании - ПАО ""ВУШ Холдинг""  27.09.2023 - СРЕДА 🐳 $MOEX : Московская биржа, вопрос дивидендной политики и стратегии  28.09.2023 - ЧЕТВЕРГ 😊 $BELU : Novabev Group(Beluga Group), последний день для попадания в реестр акционеров, имеющих право на получение дивидендов  за I полугодие 2023 г. (320 ₽ на обыкновенную акцию) 😏 $GCHE : Черкизово, последний день для попадания в реестр акционеров, имеющих право на получение дивидендов за I полугодие 2023 г. (118,43 ₽ на обыкновенную акцию) ⛽️ $TATN $TATNP : Повторное собрание акционеров Татнефть,  В повестке вопрос утверждения дивидендов за I полугодие 2023 г, а также об итогах исполнения бюджета за 8 М 2023 года  29.09.2023 - ПЯТНИЦА 🤯 $NVTK : ВОСА НОВАТЭКа, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 34,5 руб. на одну акцию) 😏 $RENI : ВОСА Ренессанс Страхования, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 7,7 руб. на одну акцию) 🔨 $TMRK : ТМК, объявит цену размещения акций в рамках SPO  30.09.2023 - СУББОТА 😏 $ALRS : ВОСА АЛРОСА, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 3,77 руб. на одну акцию) 😏 $PHOR : ВОСА Фосагро, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 126 руб. на каждый тип акций)  01.10.2023 - ВОСКРЕСЕНЬЕ ⚡️ Вводится экспортная пошлина из РФ на широкий круг товаров в зависимости от курса доллар. Пошлина составит от 4% до 7% таможенной стоимости в зависимости от курса национальной валюты, взиматься она будет при курсе 80 руб./$1 и выше.  Все идеи ниже не ❗️ИИР❗️(на фото)👇 (Инструкция) Если мои мысли были полезны всегда можно поблагодарить автора. #утренняя_аналитика",235,541,549,3
"🧐Спекулянтам и инвесторам доброе утро! 👋 Вот и закончились выходные.  Многие ненавидят понедельник и обожают пятницу, у трейдеров все наоборот. Сегодня я ожидаю продолжение пятничного отскока в акциях. Рынок хоть и дорогой но техника  в бумагах работает отлично. Вообще в целом я жду снижение валюты = продолжение коррекции на рынке, но что то мне подсказывает что мы и на 120р можем отправится если ЦБ не успокоит сумасшедшего спекулянта в валюте.   Удачных торгов.✌️🔥✌️  ⚡️Расписание ключевых событий⚡️  25.09.2023 - ПОНЕДЕЛЬНИК 🏍 $POLY : Polymetal, финансовые результаты по МСФО за I полугодие 2023 г. 😊 $UWGN : ОВК, В повестке вопрос: ""Об утверждении проспекта ценных бумаг""  26.09.2023 - ВТОРНИК 😊 $SOFL : Softline, на Московской бирже начнутся торги акциями Softline 👩‍👦 $BSPB : ОСА Банка Санкт-Петербург, в повестке есть вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 19,08 руб. на одну обыкновенную акцию и 0,22 руб. на одну привилегированную) 😄 $WUSH : СД Whoosh, вопрос о распределении прибыли ООО ""ВУШ"" в адрес 100% материнской компании - ПАО ""ВУШ Холдинг""  27.09.2023 - СРЕДА 🐳 $MOEX : Московская биржа, вопрос дивидендной политики и стратегии  28.09.2023 - ЧЕТВЕРГ 😊 $BELU : Novabev Group(Beluga Group), последний день для попадания в реестр акционеров, имеющих право на получение дивидендов  за I полугодие 2023 г. (320 ₽ на обыкновенную акцию) 😏 $GCHE : Черкизово, последний день для попадания в реестр акционеров, имеющих право на получение дивидендов за I полугодие 2023 г. (118,43 ₽ на обыкновенную акцию) ⛽️ $TATN $TATNP : Повторное собрание акционеров Татнефть,  В повестке вопрос утверждения дивидендов за I полугодие 2023 г, а также об итогах исполнения бюджета за 8 М 2023 года  29.09.2023 - ПЯТНИЦА 🤯 $NVTK : ВОСА НОВАТЭКа, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 34,5 руб. на одну акцию) 😏 $RENI : ВОСА Ренессанс Страхования, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 7,7 руб. на одну акцию) 🔨 $TMRK : ТМК, объявит цену размещения акций в рамках SPO  30.09.2023 - СУББОТА 😏 $ALRS : ВОСА АЛРОСА, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 3,77 руб. на одну акцию) 😏 $PHOR : ВОСА Фосагро, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 126 руб. на каждый тип акций)  01.10.2023 - ВОСКРЕСЕНЬЕ ⚡️ Вводится экспортная пошлина из РФ на широкий круг товаров в зависимости от курса доллар. Пошлина составит от 4% до 7% таможенной стоимости в зависимости от курса национальной валюты, взиматься она будет при курсе 80 руб./$1 и выше.  Все идеи ниже не ❗️ИИР❗️(на фото)👇 (Инструкция) Если мои мысли были полезны всегда можно поблагодарить автора. #утренняя_аналитика",109,608,611,3
"🧐Спекулянтам и инвесторам доброе утро! 👋 Вот и закончились выходные.  Многие ненавидят понедельник и обожают пятницу, у трейдеров все наоборот. Сегодня я ожидаю продолжение пятничного отскока в акциях. Рынок хоть и дорогой но техника  в бумагах работает отлично. Вообще в целом я жду снижение валюты = продолжение коррекции на рынке, но что то мне подсказывает что мы и на 120р можем отправится если ЦБ не успокоит сумасшедшего спекулянта в валюте.   Удачных торгов.✌️🔥✌️  ⚡️Расписание ключевых событий⚡️  25.09.2023 - ПОНЕДЕЛЬНИК 🏍 $POLY : Polymetal, финансовые результаты по МСФО за I полугодие 2023 г. 😊 $UWGN : ОВК, В повестке вопрос: ""Об утверждении проспекта ценных бумаг""  26.09.2023 - ВТОРНИК 😊 $SOFL : Softline, на Московской бирже начнутся торги акциями Softline 👩‍👦 $BSPB : ОСА Банка Санкт-Петербург, в повестке есть вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 19,08 руб. на одну обыкновенную акцию и 0,22 руб. на одну привилегированную) 😄 $WUSH : СД Whoosh, вопрос о распределении прибыли ООО ""ВУШ"" в адрес 100% материнской компании - ПАО ""ВУШ Холдинг""  27.09.2023 - СРЕДА 🐳 $MOEX : Московская биржа, вопрос дивидендной политики и стратегии  28.09.2023 - ЧЕТВЕРГ 😊 $BELU : Novabev Group(Beluga Group), последний день для попадания в реестр акционеров, имеющих право на получение дивидендов  за I полугодие 2023 г. (320 ₽ на обыкновенную акцию) 😏 $GCHE : Черкизово, последний день для попадания в реестр акционеров, имеющих право на получение дивидендов за I полугодие 2023 г. (118,43 ₽ на обыкновенную акцию) ⛽️ $TATN $TATNP : Повторное собрание акционеров Татнефть,  В повестке вопрос утверждения дивидендов за I полугодие 2023 г, а также об итогах исполнения бюджета за 8 М 2023 года  29.09.2023 - ПЯТНИЦА 🤯 $NVTK : ВОСА НОВАТЭКа, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 34,5 руб. на одну акцию) 😏 $RENI : ВОСА Ренессанс Страхования, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 7,7 руб. на одну акцию) 🔨 $TMRK : ТМК, объявит цену размещения акций в рамках SPO  30.09.2023 - СУББОТА 😏 $ALRS : ВОСА АЛРОСА, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 3,77 руб. на одну акцию) 😏 $PHOR : ВОСА Фосагро, В повестке вопрос утверждения дивидендов (Ранее СД рекомендовал дивиденды в размере 126 руб. на каждый тип акций)  01.10.2023 - ВОСКРЕСЕНЬЕ ⚡️ Вводится экспортная пошлина из РФ на широкий круг товаров в зависимости от курса доллар. Пошлина составит от 4% до 7% таможенной стоимости в зависимости от курса национальной валюты, взиматься она будет при курсе 80 руб./$1 и выше.  Все идеи ниже не ❗️ИИР❗️(на фото)👇 (Инструкция) Если мои мысли были полезны всегда можно поблагодарить автора. #утренняя_аналитика",33,778,781,3
